No compte;Date;Operation
05000847208;13/06/2021;110,80
05000847208;14/06/2021;170,63
05000847208;15/07/2021;144,67
05000847208;20/07/2021;110,77
05000847208;02/07/2021;16,92
05000847208;14/07/2021;13,29
05000847208;17/06/2021;155,88
05000847208;29/06/2021;25,29
05000841506;08/07/2021;105,83
05000841506;14/06/2021;79,63
05000841506;03/07/2021;161,03
05000841506;20/07/2021;168,97
05000841506;14/06/2021;188,86
05000841506;03/06/2021;148,96
05000841506;28/06/2021;151,52
05000841506;16/07/2021;18,61
05000841506;19/07/2021;189,08
05000841506;13/06/2021;191,98
05000841506;29/06/2021;15,04
05000841506;26/07/2021;53,11
05000841506;13/06/2021;79,23
05000841506;22/07/2021;110,32
05000841506;05/07/2021;111,11
05000841506;30/07/2021;48,35
05000839563;08/06/2021;85,87
05000839563;01/07/2021;48,40
05000839563;27/06/2021;11,86
05000839563;07/06/2021;14,47
05000839563;19/06/2021;184,46
05000839563;08/07/2021;38,60
05000839563;01/07/2021;101,14
05000839563;08/06/2021;69,02
05000839563;22/07/2021;177,47
05000839563;19/07/2021;98,98
05000839563;03/06/2021;180,02
05000839563;24/06/2021;138,08
05000839563;03/06/2021;84,59
05000839563;17/07/2021;98,71
05000839563;06/06/2021;52,78
05000837840;06/06/2021;48,99
05000837840;05/06/2021;124,07
05000837840;22/06/2021;110,54
05000837840;07/07/2021;128,47
05000837840;24/06/2021;160,30
05000837840;31/07/2021;46,30
05000837840;23/06/2021;128,50
05000837840;01/07/2021;101,07
05000837840;01/07/2021;70,86
05000837840;30/06/2021;115,41
05000837840;06/06/2021;179,09
05000837840;29/06/2021;172,70
05000837840;28/06/2021;87,28
05000837840;18/06/2021;70,65
05000837840;25/06/2021;46,65
05000837840;27/06/2021;53,76
05000837840;19/06/2021;87,27
05000837840;11/06/2021;123,31
05000837840;28/07/2021;45,13
05000837840;26/06/2021;156,41
05000837840;21/07/2021;165,02
05000837840;05/06/2021;130,07
05000836886;22/06/2021;3,28
05000836886;09/06/2021;187,10
05000836886;23/07/2021;128,06
05000836886;03/06/2021;114,27
05000836886;27/07/2021;15,50
05000836886;29/06/2021;172,78
05000836886;15/07/2021;61,92
05000836886;07/06/2021;130,99
05000836886;16/07/2021;15,96
05000836886;14/07/2021;149,63
05000836886;19/07/2021;192,53
05000836886;25/07/2021;158,87
05000836886;04/06/2021;121,65
05000836886;14/06/2021;4,47
05000836886;12/06/2021;156,77
05000836886;18/06/2021;189,01
05000836886;07/07/2021;46,92
05000836886;26/06/2021;10,88
05000836886;04/07/2021;132,23
05000836886;03/06/2021;41,78
05000832390;16/06/2021;43,43
05000832390;26/07/2021;190,99
05000832390;07/06/2021;106,80
05000832390;30/06/2021;106,92
05000832390;04/07/2021;190,64
05000832390;04/07/2021;82,01
05000832390;08/06/2021;133,21
05000832390;02/07/2021;84,67
05000832390;18/06/2021;190,96
05000832390;06/07/2021;199,75
05000832390;20/07/2021;116,73
05000832390;29/07/2021;199,19
05000832390;30/07/2021;84,93
05000832390;02/06/2021;76,22
05000832390;29/07/2021;96,01
05000832390;01/06/2021;141,63
05000832390;11/07/2021;26,96
05000832390;07/07/2021;76,64
05000832390;29/07/2021;127,54
05000832177;29/06/2021;154,34
05000832177;25/06/2021;150,29
05000832177;08/07/2021;136,57
05000832177;31/07/2021;173,56
05000832177;17/07/2021;80,49
05000832177;22/07/2021;56,84
05000832177;01/07/2021;97,62
05000832177;18/07/2021;183,03
05000832177;05/07/2021;59,76
05000832177;05/06/2021;110,76
05000832177;09/06/2021;113,88
05000832177;28/07/2021;91,26
05000832177;09/07/2021;69,86
05000832177;21/07/2021;115,28
05000832177;14/07/2021;141,83
05000832177;19/07/2021;160,58
05000832177;14/06/2021;34,07
05000832177;29/07/2021;99,48
05000820397;15/07/2021;58,22
05000820397;24/06/2021;78,46
05000820397;16/07/2021;115,68
05000820397;18/07/2021;133,61
05000820397;01/06/2021;23,84
05000820397;25/07/2021;170,89
05000820397;23/06/2021;54,31
05000820397;19/06/2021;146,92
05000820397;05/07/2021;74,53
05000820397;03/07/2021;170,61
05000820397;21/06/2021;61,50
05000820397;05/06/2021;58,50
05000820397;17/07/2021;56,01
05000820397;22/07/2021;117,71
05000820397;29/06/2021;101,54
05000820397;20/06/2021;116,11
05000820397;23/06/2021;154,87
05000820387;31/07/2021;93,27
05000820387;01/07/2021;133,67
05000820387;13/07/2021;15,82
05000820387;23/07/2021;161,26
05000820387;04/07/2021;8,66
05000820387;21/06/2021;87,50
05000820387;27/06/2021;40,61
05000820387;24/07/2021;106,26
05000820387;21/06/2021;122,10
05000820387;06/07/2021;29,41
05000820387;09/07/2021;103,56
05000820387;19/06/2021;76,97
05000820387;12/07/2021;37,59
05000820387;04/07/2021;102,62
05000820387;28/06/2021;101,38
05000820387;24/07/2021;108,03
05000820387;10/06/2021;77,19
05000820387;06/07/2021;104,67
05000820387;20/06/2021;24,08
05000820387;19/06/2021;175,24
05000820387;10/07/2021;181,34
05000820387;06/07/2021;125,27
05000820387;19/06/2021;175,18
05000820387;14/07/2021;35,82
05000816955;26/07/2021;67,16
05000816955;09/07/2021;18,93
05000816955;01/06/2021;10,58
05000816955;30/07/2021;31,17
05000816955;05/07/2021;23,95
05000816955;23/07/2021;32,53
05000816955;19/06/2021;182,70
05000816955;17/06/2021;88,06
05000816955;18/07/2021;29,60
05000816955;23/07/2021;82,55
05000816955;12/06/2021;68,24
05000816955;04/06/2021;129,96
05000816955;20/06/2021;121,20
05000816955;30/06/2021;63,74
05000816955;01/06/2021;122,89
05000816955;15/07/2021;185,40
05000816955;15/07/2021;3,66
05000812068;03/07/2021;62,38
05000812068;06/07/2021;14,49
05000812068;02/06/2021;187,66
05000812068;28/06/2021;171,91
05000812068;11/07/2021;86,69
05000812068;29/07/2021;40,89
05000812068;26/07/2021;119,40
05000812068;12/06/2021;115,70
05000812068;06/07/2021;98,59
05000812068;11/06/2021;89,56
05000812068;14/06/2021;173,86
05000812068;20/06/2021;154,13
05000812068;30/07/2021;176,84
05000812068;16/07/2021;83,71
05000812068;29/06/2021;115,68
05000812068;22/06/2021;31,93
05000812068;19/06/2021;177,57
05000812068;31/07/2021;107,63
05000812068;15/06/2021;16,33
05000812068;31/07/2021;112,06
05000808869;19/07/2021;4,42
05000808869;09/07/2021;3,19
05000808869;10/06/2021;59,29
05000808869;28/06/2021;151,71
05000808869;20/07/2021;183,01
05000808869;19/07/2021;4,32
05000808869;14/07/2021;189,34
05000808869;21/06/2021;125,05
05000808869;06/07/2021;155,48
05000808869;19/06/2021;80,02
05000808869;09/07/2021;195,57
05000808869;09/06/2021;22,74
05000808869;05/06/2021;26,91
05000808869;05/07/2021;44,55
05000808869;16/06/2021;26,71
05000808869;03/07/2021;193,83
05000808869;13/07/2021;26,75
05000808757;22/06/2021;171,24
05000808757;28/06/2021;164,42
05000808757;07/06/2021;123,91
05000808757;15/07/2021;33,51
05000808757;28/06/2021;93,62
05000808757;10/07/2021;18,86
05000808757;09/07/2021;144,53
05000808757;10/07/2021;94,28
05000808757;16/06/2021;37,74
05000808757;30/07/2021;196,12
05000808757;12/07/2021;82,34
05000808757;23/07/2021;192,38
05000808757;26/06/2021;180,55
05000808757;20/07/2021;126,60
05000808757;13/07/2021;176,07
05000808757;29/07/2021;31,02
05000808757;28/06/2021;39,00
05000808757;17/06/2021;73,94
05000808757;12/06/2021;178,09
05000808757;04/06/2021;146,82
05000808757;21/07/2021;140,11
05000808757;27/06/2021;134,49
05000808757;05/06/2021;24,40
05000808757;26/06/2021;69,21
05000808152;12/07/2021;56,84
05000808152;21/06/2021;43,39
05000808152;25/06/2021;93,45
05000808152;05/06/2021;95,58
05000808152;27/06/2021;103,82
05000808152;15/07/2021;178,93
05000808152;07/06/2021;182,13
05000808152;07/07/2021;110,56
05000808152;30/06/2021;21,75
05000808152;28/07/2021;74,83
05000808152;11/06/2021;20,39
05000808152;03/06/2021;152,90
05000808152;27/07/2021;59,39
05000808152;03/07/2021;196,06
05000808152;15/06/2021;139,41
05000808152;13/06/2021;12,35
05000808152;18/07/2021;72,97
05000807701;25/06/2021;197,61
05000807701;04/06/2021;13,33
05000807701;20/06/2021;175,97
05000807701;21/07/2021;116,02
05000807701;10/06/2021;29,08
05000807701;28/06/2021;108,85
05000807701;19/06/2021;117,76
05000807701;10/06/2021;44,52
05000807701;26/07/2021;67,61
05000807701;21/07/2021;131,09
05000807701;05/06/2021;106,02
05000807701;17/06/2021;33,36
05000807701;05/06/2021;113,26
05000807701;20/07/2021;173,28
05000807701;06/06/2021;35,34
05000807701;18/06/2021;74,09
05000807701;04/07/2021;26,62
05000807701;25/06/2021;118,36
05000807701;21/06/2021;136,23
05000807701;02/06/2021;176,30
05000807701;19/06/2021;10,17
05000807701;06/06/2021;199,18
05000804697;03/06/2021;113,95
05000804697;29/07/2021;48,44
05000804697;22/06/2021;199,07
05000804697;10/07/2021;103,14
05000804697;02/07/2021;28,62
05000804697;20/06/2021;77,46
05000804697;11/07/2021;194,62
05000804697;25/07/2021;129,53
05000804697;05/06/2021;140,47
05000804697;19/07/2021;76,36
05000804697;10/07/2021;34,09
05000804697;12/06/2021;135,38
05000804697;13/06/2021;123,68
05000804697;12/06/2021;188,03
05000804697;11/07/2021;194,25
05000804697;10/07/2021;71,88
05000804697;02/06/2021;131,37
05000804697;23/07/2021;122,63
05000804697;03/07/2021;11,08
05000804697;03/07/2021;60,60
05000804697;15/06/2021;68,47
05000804697;15/07/2021;156,36
05000804697;05/07/2021;2,89
05000804697;15/07/2021;19,85
05000804697;04/06/2021;117,05
05000797147;30/07/2021;44,66
05000797147;23/06/2021;159,63
05000797147;26/07/2021;79,80
05000797147;20/06/2021;195,14
05000797147;07/07/2021;60,64
05000797147;26/07/2021;101,92
05000797147;10/07/2021;104,40
05000797147;17/07/2021;72,30
05000797147;15/06/2021;6,88
05000797147;13/06/2021;157,45
05000797147;20/07/2021;110,24
05000797147;07/06/2021;69,31
05000797147;09/06/2021;133,59
05000797147;26/07/2021;194,88
05000797147;01/07/2021;6,98
05000797147;24/06/2021;159,89
05000797147;02/06/2021;66,54
05000797147;28/07/2021;66,84
05000797147;16/07/2021;19,79
05000797147;08/07/2021;20,16
05000797147;20/07/2021;165,34
05000797147;21/07/2021;64,67
05000794165;07/06/2021;159,49
05000794165;19/07/2021;6,17
05000794165;25/06/2021;57,22
05000794165;27/07/2021;189,59
05000794165;23/07/2021;45,03
05000794165;21/07/2021;159,72
05000794165;23/06/2021;186,71
05000794165;22/07/2021;92,00
05000794165;14/06/2021;170,03
05000794165;30/07/2021;31,03
05000794165;10/07/2021;116,52
05000794165;10/07/2021;197,19
05000794165;16/06/2021;85,12
05000794165;25/06/2021;90,86
05000794165;16/06/2021;10,92
05000794165;24/07/2021;45,92
05000794165;27/07/2021;158,17
05000794165;27/06/2021;134,17
05000794165;02/07/2021;165,91
05000794165;06/07/2021;101,46
05000794165;09/07/2021;103,25
05000794165;18/07/2021;36,02
05000794165;10/06/2021;136,06
05000790966;07/06/2021;60,83
05000790966;29/06/2021;94,09
05000790966;26/06/2021;79,78
05000790966;10/06/2021;5,26
05000790966;15/07/2021;91,80
05000790966;30/06/2021;87,23
05000790966;20/06/2021;189,10
05000790966;09/06/2021;115,10
05000790966;13/06/2021;83,82
05000790966;16/07/2021;169,51
05000790966;22/07/2021;54,32
05000790966;15/07/2021;199,66
05000790966;12/06/2021;82,23
05000790966;01/07/2021;87,24
05000790966;18/06/2021;43,41
05000790966;20/06/2021;87,24
05000790020;30/07/2021;161,80
05000790020;25/07/2021;132,52
05000790020;13/06/2021;117,26
05000790020;18/07/2021;5,70
05000790020;26/07/2021;50,61
05000790020;25/06/2021;28,43
05000790020;14/06/2021;157,34
05000790020;08/07/2021;143,59
05000790020;14/06/2021;182,30
05000790020;19/06/2021;190,92
05000790020;14/07/2021;59,61
05000790020;30/07/2021;2,10
05000790020;04/06/2021;149,30
05000790020;22/07/2021;47,84
05000790020;17/06/2021;167,13
05000790020;07/07/2021;40,19
05000790020;16/06/2021;11,09
05000790020;17/07/2021;89,90
05000790020;10/06/2021;148,83
05000790020;25/07/2021;166,73
05000788076;04/07/2021;131,65
05000788076;18/07/2021;170,54
05000788076;23/06/2021;150,08
05000788076;31/07/2021;53,60
05000788076;20/06/2021;131,33
05000788076;30/06/2021;116,54
05000788076;25/07/2021;69,00
05000788076;21/07/2021;81,73
05000788076;08/06/2021;185,53
05000788076;15/07/2021;156,51
05000788076;16/06/2021;91,39
05000788076;20/06/2021;82,78
05000788076;07/07/2021;166,83
05000788076;03/06/2021;5,90
05000788076;06/06/2021;81,00
05000788076;08/06/2021;5,20
05000788076;14/07/2021;145,98
05000788076;23/06/2021;180,63
05000788076;12/07/2021;72,18
05000788076;24/06/2021;118,66
05000788076;05/06/2021;77,83
05000788076;11/06/2021;130,76
05000788076;10/06/2021;80,51
05000788076;03/07/2021;143,11
05000788076;20/06/2021;162,84
05000786285;25/06/2021;199,29
05000786285;31/07/2021;53,85
05000786285;19/07/2021;83,42
05000786285;06/07/2021;171,39
05000786285;18/06/2021;11,24
05000786285;21/07/2021;31,25
05000786285;27/07/2021;98,32
05000786285;19/06/2021;83,99
05000786285;16/07/2021;129,94
05000786285;06/06/2021;70,38
05000786285;22/07/2021;99,00
05000786285;14/07/2021;93,57
05000786285;10/06/2021;179,83
05000786285;04/07/2021;167,60
05000786285;17/07/2021;28,52
05000786285;27/06/2021;54,22
05000786285;21/07/2021;110,23
05000786285;11/06/2021;196,66
05000786285;04/07/2021;179,30
05000786285;24/06/2021;92,42
05000786285;03/07/2021;12,21
05000785922;09/06/2021;139,84
05000785922;28/07/2021;120,59
05000785922;09/07/2021;175,43
05000785922;02/06/2021;127,52
05000785922;18/06/2021;44,36
05000785922;18/07/2021;90,00
05000785922;22/06/2021;119,81
05000785922;14/06/2021;126,60
05000785922;15/06/2021;57,90
05000785922;10/07/2021;18,12
05000785922;01/06/2021;144,57
05000785922;27/07/2021;171,65
05000785922;25/06/2021;146,02
05000785922;07/07/2021;71,31
05000785922;30/07/2021;92,00
05000785922;30/07/2021;5,34
05000785922;23/07/2021;80,44
05000785922;19/06/2021;27,33
05000785922;24/07/2021;14,61
05000785922;02/06/2021;60,67
05000785922;06/06/2021;42,26
05000785922;04/07/2021;72,25
05000785922;29/07/2021;25,21
05000785922;23/06/2021;28,78
05000785922;21/06/2021;76,47
05000785922;03/06/2021;111,05
05000785922;21/06/2021;94,82
05000785922;14/06/2021;168,82
05000784279;09/07/2021;19,80
05000784279;09/06/2021;136,45
05000784279;31/07/2021;16,78
05000784279;07/07/2021;69,93
05000784279;14/07/2021;18,07
05000784279;29/06/2021;181,07
05000784279;27/06/2021;51,14
05000784279;28/06/2021;74,49
05000784279;16/07/2021;19,24
05000784279;09/07/2021;10,61
05000784279;28/07/2021;80,53
05000784279;21/07/2021;53,79
05000784279;09/06/2021;152,30
05000784279;25/07/2021;41,32
05000784279;21/06/2021;103,79
05000784279;27/06/2021;34,16
05000784279;15/06/2021;43,82
05000784279;09/06/2021;174,85
05000784279;21/06/2021;116,05
05000781236;06/07/2021;85,64
05000781236;02/06/2021;1,89
05000781236;19/07/2021;83,54
05000781236;30/07/2021;71,13
05000781236;06/07/2021;4,08
05000781236;03/06/2021;91,17
05000781236;09/06/2021;171,13
05000781236;03/07/2021;195,99
05000781236;12/06/2021;106,64
05000781236;16/07/2021;136,16
05000781236;11/06/2021;115,94
05000781236;26/06/2021;181,29
05000781236;21/07/2021;169,86
05000781236;23/07/2021;19,82
05000781236;01/06/2021;44,02
05000781236;19/07/2021;38,11
05000781236;10/07/2021;41,74
05000781236;22/06/2021;68,65
05000781236;09/06/2021;123,67
05000781236;19/07/2021;110,71
05000781236;05/06/2021;49,46
05000781236;07/06/2021;35,95
05000779672;02/06/2021;74,29
05000779672;21/06/2021;128,33
05000779672;05/06/2021;173,64
05000779672;30/06/2021;68,26
05000779672;28/07/2021;180,59
05000779672;16/06/2021;73,76
05000779672;11/07/2021;199,63
05000779672;03/06/2021;9,13
05000779672;21/07/2021;173,24
05000779672;07/07/2021;157,36
05000779672;03/07/2021;119,86
05000779672;20/07/2021;159,26
05000779672;26/07/2021;140,75
05000779672;07/06/2021;172,32
05000779672;24/06/2021;19,93
05000779672;15/07/2021;36,38
05000779672;27/06/2021;198,28
05000778597;08/06/2021;28,87
05000778597;18/06/2021;64,85
05000778597;22/06/2021;82,99
05000778597;26/07/2021;9,27
05000778597;26/07/2021;42,82
05000778597;23/07/2021;130,33
05000778597;18/06/2021;101,43
05000778597;08/06/2021;67,62
05000778597;17/07/2021;154,95
05000778597;14/06/2021;21,83
05000778597;06/06/2021;122,54
05000778597;03/07/2021;190,05
05000778597;24/06/2021;116,77
05000778597;09/06/2021;160,91
05000778597;14/07/2021;38,46
05000778597;06/06/2021;172,36
05000778597;26/06/2021;185,83
05000778597;10/07/2021;15,90
05000778597;08/06/2021;68,23
05000778597;07/07/2021;183,74
05000778597;14/07/2021;44,04
05000778597;27/06/2021;88,29
05000778597;11/07/2021;28,71
05000778552;01/06/2021;4,55
05000778552;27/07/2021;26,65
05000778552;25/06/2021;144,70
05000778552;20/06/2021;157,54
05000778552;23/06/2021;133,42
05000778552;15/06/2021;103,34
05000778552;04/06/2021;31,47
05000778552;26/06/2021;189,23
05000778552;18/07/2021;30,34
05000778552;20/06/2021;49,35
05000778552;02/07/2021;66,01
05000778552;23/07/2021;70,09
05000778552;24/07/2021;126,39
05000778552;01/06/2021;144,31
05000778552;10/06/2021;198,03
05000778552;11/06/2021;3,14
05000778552;19/07/2021;134,13
05000778552;24/07/2021;115,42
05000778552;27/07/2021;164,68
05000778552;24/06/2021;66,97
05000776544;14/06/2021;166,27
05000776544;23/07/2021;73,91
05000776544;18/06/2021;114,88
05000776544;09/07/2021;80,46
05000776544;15/06/2021;106,81
05000776544;17/07/2021;51,17
05000776544;14/06/2021;71,71
05000776544;16/06/2021;10,47
05000776544;06/07/2021;139,56
05000776544;11/06/2021;142,69
05000776544;16/07/2021;26,64
05000776544;17/06/2021;67,85
05000776544;25/07/2021;106,68
05000776544;28/07/2021;63,30
05000776544;02/07/2021;61,72
05000776544;02/06/2021;58,07
05000776544;18/07/2021;29,12
05000776544;26/07/2021;49,62
05000776544;18/07/2021;41,45
05000776544;12/07/2021;35,94
05000776544;18/06/2021;62,69
05000774221;09/06/2021;176,52
05000774221;13/06/2021;75,91
05000774221;23/06/2021;110,70
05000774221;21/06/2021;11,92
05000774221;13/06/2021;53,55
05000774221;03/06/2021;59,46
05000774221;21/07/2021;106,32
05000774221;25/07/2021;1,32
05000774221;30/06/2021;148,83
05000774221;01/07/2021;89,03
05000774221;06/06/2021;188,02
05000774221;09/07/2021;125,43
05000774221;28/07/2021;84,45
05000774221;17/07/2021;51,57
05000774221;20/07/2021;42,48
05000774221;19/06/2021;30,08
05000774221;20/07/2021;87,78
05000774221;11/06/2021;177,12
05000774221;22/07/2021;54,11
05000774221;25/07/2021;181,05
05000774221;19/06/2021;149,15
05000774221;05/06/2021;42,84
05000773902;06/07/2021;186,81
05000773902;18/07/2021;79,48
05000773902;18/06/2021;153,41
05000773902;01/06/2021;76,99
05000773902;31/07/2021;91,20
05000773902;29/06/2021;43,06
05000773902;28/06/2021;78,24
05000773902;29/07/2021;37,14
05000773902;26/06/2021;122,56
05000773902;24/07/2021;119,94
05000773902;15/06/2021;155,17
05000773902;24/06/2021;41,88
05000773902;05/06/2021;179,98
05000773902;25/06/2021;142,17
05000773902;09/07/2021;171,69
05000773902;12/06/2021;141,46
05000773902;06/06/2021;134,85
05000773902;08/07/2021;26,40
05000773902;11/07/2021;38,96
05000773902;18/07/2021;26,08
05000773902;23/07/2021;187,22
05000773902;16/07/2021;147,52
05000773902;26/07/2021;71,59
05000773587;21/07/2021;26,23
05000773587;05/06/2021;82,06
05000773587;22/06/2021;138,19
05000773587;21/06/2021;61,38
05000773587;16/07/2021;171,57
05000773587;03/07/2021;158,53
05000773587;14/06/2021;171,19
05000773587;17/07/2021;7,33
05000773587;05/06/2021;51,36
05000773587;05/07/2021;71,33
05000773587;26/07/2021;49,10
05000773587;29/06/2021;164,80
05000773587;11/07/2021;61,20
05000773587;24/07/2021;158,87
05000772767;05/07/2021;86,65
05000772767;26/06/2021;14,14
05000772767;15/06/2021;178,24
05000772767;03/06/2021;65,28
05000772767;15/06/2021;178,94
05000772767;05/06/2021;74,71
05000772767;11/06/2021;11,97
05000772767;29/06/2021;152,66
05000772767;25/07/2021;61,49
05000772767;03/06/2021;140,45
05000772767;22/07/2021;101,54
05000772767;09/07/2021;151,29
05000772767;09/07/2021;175,61
05000772767;02/07/2021;115,09
05000772767;30/07/2021;165,23
05000772767;26/07/2021;49,20
05000772767;15/06/2021;61,06
05000771641;19/06/2021;139,38
05000771641;07/07/2021;37,50
05000771641;03/07/2021;189,55
05000771641;07/06/2021;28,92
05000771641;27/07/2021;146,69
05000771641;25/07/2021;79,41
05000771641;05/07/2021;137,06
05000771641;21/07/2021;73,86
05000771641;16/06/2021;193,75
05000771641;27/07/2021;102,55
05000771641;28/07/2021;101,54
05000771641;04/07/2021;45,37
05000771641;24/06/2021;112,04
05000771641;21/07/2021;103,90
05000771144;31/07/2021;5,88
05000771144;18/07/2021;185,89
05000771144;16/07/2021;182,21
05000771144;19/07/2021;18,33
05000771144;17/06/2021;77,91
05000771144;06/07/2021;148,76
05000771144;22/06/2021;1,67
05000771144;26/07/2021;154,97
05000771144;26/06/2021;13,78
05000771144;18/06/2021;145,12
05000771144;16/07/2021;64,60
05000771144;02/07/2021;175,93
05000771144;30/07/2021;119,17
05000771144;19/06/2021;136,02
05000771144;06/07/2021;162,48
05000771144;16/06/2021;178,11
05000771144;02/07/2021;168,63
05000771089;30/06/2021;51,61
05000771089;11/07/2021;102,89
05000771089;13/07/2021;15,00
05000771089;09/06/2021;130,83
05000771089;18/06/2021;41,51
05000771089;30/07/2021;89,20
05000771089;29/06/2021;166,49
05000771089;09/07/2021;52,23
05000771089;07/07/2021;18,68
05000771089;09/06/2021;165,73
05000771089;16/06/2021;143,54
05000771089;18/07/2021;37,66
05000771089;27/06/2021;62,97
05000771089;21/06/2021;96,73
05000771089;19/07/2021;169,33
05000771089;11/06/2021;168,66
05000771089;21/06/2021;27,95
05000771089;26/07/2021;128,58
05000771089;21/06/2021;68,11
05000771089;18/07/2021;143,39
05000771089;01/07/2021;168,34
05000769360;04/07/2021;79,22
05000769360;04/06/2021;132,32
05000769360;03/06/2021;119,76
05000769360;24/07/2021;73,04
05000769360;11/06/2021;119,48
05000769360;20/06/2021;148,29
05000769360;05/06/2021;61,28
05000769360;30/06/2021;147,71
05000769360;03/07/2021;90,60
05000769360;11/07/2021;183,71
05000769360;09/07/2021;9,14
05000769360;06/06/2021;46,87
05000769360;22/07/2021;54,15
05000769360;18/07/2021;165,44
05000769360;07/07/2021;139,51
05000769360;26/06/2021;38,01
05000769360;17/06/2021;73,57
05000769360;12/07/2021;148,65
05000769360;10/07/2021;38,01
05000769360;09/06/2021;155,67
05000769360;03/06/2021;190,54
05000768892;16/06/2021;110,70
05000768892;22/07/2021;34,83
05000768892;14/06/2021;66,97
05000768892;18/07/2021;119,97
05000768892;15/07/2021;55,26
05000768892;07/07/2021;163,25
05000768892;02/07/2021;53,65
05000768892;15/06/2021;142,69
05000768892;03/07/2021;126,32
05000768892;23/07/2021;176,37
05000768892;03/07/2021;41,59
05000768892;14/06/2021;15,81
05000768892;04/07/2021;21,90
05000768892;15/07/2021;64,69
05000768892;27/07/2021;195,06
05000768892;30/06/2021;15,29
05000768892;29/07/2021;104,10
05000768892;23/06/2021;15,07
05000768892;25/06/2021;191,64
05000768892;13/06/2021;36,01
05000768892;07/07/2021;194,93
05000768892;16/07/2021;178,34
05000768892;14/07/2021;155,67
05000768892;01/07/2021;146,63
05000768892;18/07/2021;84,53
05000768892;15/07/2021;194,92
05000766884;20/06/2021;182,67
05000766884;16/07/2021;44,01
05000766884;07/07/2021;136,52
05000766884;26/06/2021;152,73
05000766884;16/06/2021;190,18
05000766884;22/06/2021;176,64
05000766884;23/07/2021;6,81
05000766884;01/06/2021;67,90
05000766884;09/07/2021;119,65
05000766884;01/06/2021;91,12
05000766884;23/07/2021;93,13
05000766884;12/07/2021;171,81
05000766884;22/07/2021;178,71
05000766884;20/07/2021;193,65
05000766884;20/07/2021;159,12
05000766884;04/07/2021;124,57
05000766884;29/06/2021;146,98
05000766884;29/07/2021;87,57
05000766884;29/06/2021;99,35
05000766884;19/07/2021;102,72
05000766884;11/07/2021;85,18
05000766884;12/07/2021;175,69
05000766884;11/07/2021;133,82
05000765631;04/06/2021;175,69
05000765631;30/06/2021;72,23
05000765631;02/06/2021;39,77
05000765631;04/06/2021;25,96
05000765631;27/07/2021;97,53
05000765631;20/07/2021;47,00
05000765631;05/07/2021;157,63
05000765631;01/06/2021;148,36
05000765631;04/06/2021;174,07
05000765631;16/07/2021;141,88
05000765631;12/06/2021;184,13
05000765631;11/06/2021;30,60
05000765631;11/07/2021;145,95
05000765631;03/06/2021;84,19
05000765631;07/06/2021;198,86
05000765631;20/07/2021;184,91
05000765631;08/06/2021;72,06
05000765631;19/06/2021;150,91
05000765631;08/06/2021;24,65
05000762269;06/07/2021;95,22
05000762269;09/06/2021;125,74
05000762269;24/06/2021;72,72
05000762269;10/06/2021;59,27
05000762269;26/06/2021;102,76
05000762269;16/06/2021;72,83
05000762269;01/07/2021;141,66
05000762269;01/06/2021;53,49
05000762269;11/06/2021;86,35
05000762269;07/07/2021;12,28
05000762269;13/07/2021;13,81
05000762269;14/07/2021;67,01
05000762269;29/07/2021;62,52
05000762269;24/07/2021;27,05
05000762269;22/07/2021;112,81
05000762269;12/06/2021;142,36
05000762269;17/06/2021;184,74
05000762269;20/06/2021;176,60
05000762269;08/07/2021;162,96
05000762269;12/07/2021;147,02
05000762269;03/07/2021;60,65
05000762269;15/06/2021;99,34
05000762269;14/07/2021;190,96
05000762269;05/07/2021;91,84
05000761831;07/06/2021;45,85
05000761831;10/06/2021;124,47
05000761831;06/07/2021;119,07
05000761831;04/07/2021;195,93
05000761831;14/06/2021;84,41
05000761831;01/06/2021;60,74
05000761831;30/06/2021;20,90
05000761831;22/07/2021;131,00
05000761831;21/06/2021;43,06
05000761831;13/07/2021;111,13
05000761831;18/07/2021;61,35
05000761831;12/07/2021;6,57
05000761831;08/07/2021;189,33
05000761831;04/07/2021;191,67
05000761831;17/06/2021;147,30
05000761831;30/07/2021;94,74
05000761831;03/06/2021;29,76
05000761831;22/06/2021;6,89
05000761831;04/06/2021;76,41
05000761673;11/07/2021;154,44
05000761673;10/06/2021;55,09
05000761673;03/07/2021;22,45
05000761673;04/06/2021;62,62
05000761673;30/07/2021;68,62
05000761673;23/06/2021;143,49
05000761673;03/07/2021;110,55
05000761673;22/07/2021;41,37
05000761673;15/07/2021;117,06
05000761673;01/06/2021;89,05
05000761673;27/07/2021;171,12
05000761673;17/07/2021;41,97
05000761673;20/06/2021;11,45
05000761673;21/06/2021;180,78
05000761673;10/06/2021;180,01
05000761673;17/07/2021;19,32
05000761673;16/06/2021;32,20
05000761673;20/07/2021;132,47
05000761673;17/07/2021;47,88
05000760982;07/06/2021;11,52
05000760982;26/07/2021;90,45
05000760982;16/07/2021;88,45
05000760982;21/07/2021;187,75
05000760982;22/07/2021;37,24
05000760982;28/07/2021;134,09
05000760982;30/06/2021;15,85
05000760982;09/06/2021;150,79
05000760982;20/07/2021;48,88
05000760982;11/07/2021;90,94
05000760982;18/06/2021;163,97
05000760982;18/07/2021;47,19
05000760982;11/07/2021;76,89
05000760982;23/06/2021;28,96
05000760982;03/07/2021;141,19
05000760982;30/07/2021;22,99
05000760982;22/07/2021;28,18
